original,translated,lang
being scared to share your friends with other people.,अपने दोस्तों को अन्य लोगों के साथ साझा करने से डरना।,hi
being scared to share your friends with other people.,Tener miedo de compartir tus amigos con otras personas.,es
being scared to share your friends with other people.,ter medo de compartilhar seus amigos com outras pessoas.,pt
outgrowing a friendship.,تجاوز الصداقة.,ar
outgrowing a friendship.,超越友谊。,zh-CN
outgrowing a friendship.,dépasser une amitié.,fr
outgrowing a friendship.,aus einer Freundschaft herauswachsen.,de
outgrowing a friendship.,दोस्ती का बढ़ना.,hi
outgrowing a friendship.,superando una amistad.,es
outgrowing a friendship.,superando uma amizade.,pt
telling someone how to study.,إخبار شخص ما بكيفية الدراسة.,ar
telling someone how to study.,告诉某人如何学习。,zh-CN
telling someone how to study.,dire à quelqu'un comment étudier.,fr
telling someone how to study.,"jemandem sagen, wie man lernt.",de
telling someone how to study.,किसी को यह बताना कि पढ़ाई कैसे करनी है।,hi
telling someone how to study.,decirle a alguien cómo estudiar.,es
telling someone how to study.,dizendo a alguém como estudar.,pt
keeping food overly long in the freezer.,حفظ الطعام لفترة طويلة جدًا في الفريزر.,ar
keeping food overly long in the freezer.,将食物在冰箱中保存时间过长。,zh-CN
keeping food overly long in the freezer.,conserver les aliments trop longtemps au congélateur.,fr
keeping food overly long in the freezer.,Lebensmittel zu lange im Gefrierschrank aufbewahren.,de
keeping food overly long in the freezer.,भोजन को अधिक देर तक फ्रीजर में रखना।,hi
keeping food overly long in the freezer.,mantener los alimentos demasiado tiempo en el congelador.,es
keeping food overly long in the freezer.,manter os alimentos por muito tempo no congelador.,pt
having reservations about trusting someone completely.,وجود تحفظات بشأن الثقة الكاملة بشخص ما.,ar
having reservations about trusting someone completely.,对完全信任某人持保留态度。,zh-CN
having reservations about trusting someone completely.,avoir des réserves quant à la confiance totale en quelqu'un.,fr
having reservations about trusting someone completely.,"Bedenken haben, jemandem völlig zu vertrauen.",de
having reservations about trusting someone completely.,किसी पर पूरी तरह भरोसा करने में आपत्ति होना।,hi
having reservations about trusting someone completely.,tener reservas acerca de confiar completamente en alguien.,es
having reservations about trusting someone completely.,ter reservas em confiar completamente em alguém.,pt
making excuses in life.,اختلاق الأعذار في الحياة.,ar
making excuses in life.,在生活中找借口。,zh-CN
making excuses in life.,trouver des excuses dans la vie.,fr
making excuses in life.,Ausreden im Leben finden.,de
making excuses in life.,जिंदगी में बहाने बनाना,hi
making excuses in life.,Poner excusas en la vida.,es
making excuses in life.,dando desculpas na vida.,pt
buying others expensive gifts that cause them to spend money.,شراء هدايا باهظة الثمن للآخرين تجعلهم ينفقون المال.,ar
buying others expensive gifts that cause them to spend money.,给别人买昂贵的礼物，导致他们花钱。,zh-CN
buying others expensive gifts that cause them to spend money.,acheter aux autres des cadeaux coûteux qui les amènent à dépenser de l'argent.,fr
buying others expensive gifts that cause them to spend money.,"anderen teure Geschenke zu kaufen, die sie dazu veranlassen, Geld auszugeben.",de
buying others expensive gifts that cause them to spend money.,दूसरों को महंगे उपहार खरीदना जिससे उन्हें पैसे खर्च करने पड़ें।,hi
buying others expensive gifts that cause them to spend money.,comprar a otros obsequios caros que les hacen gastar dinero.,es
buying others expensive gifts that cause them to spend money.,comprar presentes caros para outras pessoas que os façam gastar dinheiro.,pt
thinking a tan is suspicious.,التفكير في السمرة أمر مشبوه.,ar
thinking a tan is suspicious.,认为晒黑是可疑的。,zh-CN
thinking a tan is suspicious.,penser qu'un bronzage est suspect.,fr
thinking a tan is suspicious.,"Ich denke, dass eine Bräune verdächtig ist.",de
thinking a tan is suspicious.,टैन के बारे में सोचना संदेहास्पद है।,hi
thinking a tan is suspicious.,Pensar que un bronceado es sospechoso.,es
thinking a tan is suspicious.,pensar que um bronzeado é suspeito.,pt
removing a like you gave on someone's post.,إزالة الإعجاب الذي قدمته على مشاركة شخص ما.,ar
removing a like you gave on someone's post.,删除您对某人帖子的点赞。,zh-CN
removing a like you gave on someone's post.,supprimer un like que vous avez donné sur le message de quelqu'un.,fr
removing a like you gave on someone's post.,"Entfernen eines Likes, das Sie für den Beitrag einer anderen Person gegeben haben.",de
removing a like you gave on someone's post.,किसी की पोस्ट पर आपके द्वारा दिया गया लाइक हटाना।,hi
removing a like you gave on someone's post.,eliminar un me gusta que diste en la publicación de alguien.,es
removing a like you gave on someone's post.,remover uma curtida que você deu na postagem de alguém.,pt
not feeling excited to get a free book.,عدم الشعور بالحماس للحصول على كتاب مجاني.,ar
not feeling excited to get a free book.,获得一本免费的书并不感到兴奋。,zh-CN
not feeling excited to get a free book.,je ne me sens pas excité à l’idée de recevoir un livre gratuit.,fr
not feeling excited to get a free book.,"Ich bin nicht aufgeregt, ein kostenloses Buch zu bekommen.",de
not feeling excited to get a free book.,मुफ़्त किताब पाने के लिए उत्साहित महसूस नहीं कर रहा हूँ।,hi
not feeling excited to get a free book.,No me siento emocionado por recibir un libro gratis.,es
not feeling excited to get a free book.,não estou animado para receber um livro grátis.,pt
leaving your family and friends behind just to get an education.,ترك عائلتك وأصدقائك وراءك فقط للحصول على التعليم.,ar
leaving your family and friends behind just to get an education.,离开家人和朋友只是为了接受教育。,zh-CN
leaving your family and friends behind just to get an education.,laisser votre famille et vos amis derrière vous juste pour poursuivre vos études.,fr
leaving your family and friends behind just to get an education.,"Lassen Sie Ihre Familie und Freunde zurück, nur um eine Ausbildung zu erhalten.",de
